# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1327.0134  -1941.36    1.1653    0.4156  6.2095e-15  2.2148e-15  5.3288e-15
1327.0433  -1934.65    1.1222    0.4080  5.9803e-15  2.1742e-15  5.3291e-15
1327.0732  -1927.94    0.7362    0.3336  3.9236e-15  1.7781e-15  5.3295e-15
1327.1031  -1921.22    1.1423    0.3934  6.0881e-15  2.0969e-15  5.3298e-15
1327.1330  -1914.51    0.9962    0.1924  5.3100e-15  1.0256e-15  5.3301e-15
1327.1629  -1907.80    1.0076    0.1935  5.3711e-15  1.0312e-15  5.3305e-15
1327.1928  -1901.08    0.9675    0.1897  5.1576e-15  1.0115e-15  5.3308e-15
1327.2227  -1894.37    0.5965    0.1510  3.1799e-15  8.0523e-16  5.3312e-15
1327.2526  -1887.66    0.8293    0.1764  4.4215e-15  9.4059e-16  5.3315e-15
1327.2825  -1880.94    0.9005    0.1835  4.8011e-15  9.7827e-16  5.3319e-15
1327.3125  -1874.23    0.6898    0.1617  3.6780e-15  8.6228e-16  5.3322e-15
1327.3424  -1867.52    1.1137    0.2032  5.9390e-15  1.0835e-15  5.3326e-15
1327.3723  -1860.80    1.1673    0.2078  6.2250e-15  1.1082e-15  5.3329e-15
1327.4022  -1854.09    1.1558    0.2069  6.1641e-15  1.1032e-15  5.3333e-15
1327.4321  -1847.38    1.1187    0.2036  5.9666e-15  1.0861e-15  5.3337e-15
1327.4620  -1840.66    1.2889    0.2180  6.8752e-15  1.1630e-15  5.3340e-15
1327.4919  -1833.95    1.3312    0.2215  7.1014e-15  1.1816e-15  5.3344e-15
1327.5218  -1827.24    1.0725    0.1996  5.7217e-15  1.0648e-15  5.3347e-15
1327.5517  -1820.52    1.1771    0.2087  6.2797e-15  1.1136e-15  5.3351e-15
1327.5816  -1813.81    1.1036    0.2024  5.8881e-15  1.0797e-15  5.3354e-15
1327.6116  -1807.10    0.9010    0.1837  4.8077e-15  9.7993e-16  5.3358e-15
1327.6415  -1800.38    0.8647    0.1801  4.6140e-15  9.6114e-16  5.3361e-15
1327.6714  -1793.67    1.1144    0.2033  5.9472e-15  1.0848e-15  5.3365e-15
1327.7013  -1786.96    0.7762    0.1711  4.1425e-15  9.1290e-16  5.3369e-15
1327.7312  -1780.24    0.6945    0.1622  3.7065e-15  8.6595e-16  5.3372e-15
1327.7611  -1773.53    0.8469    0.1781  4.5205e-15  9.5087e-16  5.3376e-15
1327.7910  -1766.82    1.1141    0.2030  5.9468e-15  1.0839e-15  5.3379e-15
1327.8209  -1760.10    1.0739    0.1994  5.7330e-15  1.0646e-15  5.3383e-15
1327.8508  -1753.39    0.6137    0.1529  3.2762e-15  8.1640e-16  5.3387e-15
1327.8807  -1746.68    0.8104    0.1744  4.3266e-15  9.3106e-16  5.3390e-15
1327.9107  -1739.96    0.6976    0.1624  3.7249e-15  8.6732e-16  5.3394e-15
1327.9406  -1733.25    0.7949    0.1728  4.2444e-15  9.2270e-16  5.3397e-15
1327.9705  -1726.54    0.8289    0.1764  4.4265e-15  9.4184e-16  5.3401e-15
1328.0004  -1719.82    0.8448    0.1780  4.5114e-15  9.5035e-16  5.3405e-15
1328.0303  -1713.11    0.8665    0.1801  4.6279e-15  9.6177e-16  5.3408e-15
1328.0602  -1706.40    1.2236    0.2125  6.5356e-15  1.1352e-15  5.3412e-15
1328.0901  -1699.68    0.9969    0.1926  5.3250e-15  1.0287e-15  5.3416e-15
1328.1200  -1692.97    0.8111    0.1746  4.3327e-15  9.3255e-16  5.3419e-15
1328.1499  -1686.26    0.8476    0.1783  4.5281e-15  9.5263e-16  5.3423e-15
1328.1798  -1679.54    1.0795    0.2002  5.7672e-15  1.0696e-15  5.3427e-15
1328.2098  -1672.83    1.1561    0.2068  6.1772e-15  1.1052e-15  5.3430e-15
1328.2397  -1666.12    0.7795    0.1713  4.1650e-15  9.1551e-16  5.3434e-15
1328.2696  -1659.40    1.0257    0.1952  5.4809e-15  1.0433e-15  5.3438e-15
1328.2995  -1652.69    0.7224    0.1653  3.8606e-15  8.8356e-16  5.3441e-15
1328.3294  -1645.98    0.7736    0.1707  4.1347e-15  9.1235e-16  5.3445e-15
1328.3593  -1639.26    1.0487    0.1974  5.6052e-15  1.0548e-15  5.3449e-15
1328.3892  -1632.55    0.7571    0.1690  4.0470e-15  9.0339e-16  5.3453e-15
