# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1234.0531  -2110.92    1.0557    0.1157  7.0811e-15  7.7599e-16  6.7076e-15
1234.0830  -2103.71    1.0212    0.1138  6.8500e-15  7.6366e-16  6.7078e-15
1234.1129  -2096.49    1.0964    0.1179  7.3550e-15  7.9061e-16  6.7080e-15
1234.1428  -2089.28    0.9889    0.1121  6.6336e-15  7.5190e-16  6.7082e-15
1234.1727  -2082.06    0.9888    0.1121  6.6332e-15  7.5172e-16  6.7084e-15
1234.2026  -2074.85    0.9343    0.1090  6.2678e-15  7.3113e-16  6.7086e-15
1234.2325  -2067.63    1.0219    0.1139  6.8555e-15  7.6404e-16  6.7088e-15
1234.2624  -2060.42    0.9589    0.1104  6.4333e-15  7.4057e-16  6.7090e-15
1234.2924  -2053.20    0.9672    0.1109  6.4889e-15  7.4394e-16  6.7092e-15
1234.3223  -2045.99    1.0731    0.1167  7.1998e-15  7.8281e-16  6.7095e-15
1234.3522  -2038.77    1.0085    0.1131  6.7669e-15  7.5910e-16  6.7097e-15
1234.3821  -2031.56    1.1033    0.1182  7.4030e-15  7.9338e-16  6.7099e-15
1234.4120  -2024.34    1.0232    0.1140  6.8656e-15  7.6468e-16  6.7101e-15
1234.4419  -2017.13    1.0014    0.1127  6.7198e-15  7.5614e-16  6.7103e-15
1234.4718  -2009.91    1.2151    0.1240  8.1537e-15  8.3195e-16  6.7105e-15
1234.5017  -2002.70    1.1500    0.1206  7.7172e-15  8.0931e-16  6.7107e-15
1234.5316  -1995.48    1.0115    0.1132  6.7878e-15  7.5978e-16  6.7109e-15
1234.5615  -1988.27    0.9979    0.1125  6.6973e-15  7.5476e-16  6.7111e-15
1234.5915  -1981.05    1.0676    0.1162  7.1648e-15  7.7995e-16  6.7113e-15
1234.6214  -1973.84    0.8663    0.1050  5.8142e-15  7.0442e-16  6.7115e-15
1234.6513  -1966.62    1.0871    0.1173  7.2959e-15  7.8708e-16  6.7117e-15
1234.6812  -1959.41    0.9292    0.1086  6.2368e-15  7.2908e-16  6.7118e-15
1234.7111  -1952.19    0.9736    0.1111  6.5347e-15  7.4563e-16  6.7120e-15
1234.7410  -1944.98    0.9693    0.1238  6.5062e-15  8.3122e-16  6.7122e-15
1234.7709  -1937.76    1.0964    0.1563  7.3594e-15  1.0490e-15  6.7124e-15
1234.8008  -1930.55    0.9860    0.2284  6.6187e-15  1.5330e-15  6.7126e-15
1234.8307  -1923.33    0.9304    0.4429  6.2453e-15  2.9734e-15  6.7128e-15
1234.8606  -1916.12    0.0000    0.0906  0.0000e+00  6.0846e-16  6.7130e-15
1234.8906  -1908.90    0.0000    0.0918  0.0000e+00  6.1613e-16  6.7132e-15
1234.9205  -1901.69    0.0000    0.0929  0.0000e+00  6.2400e-16  6.7134e-15
1234.9504  -1894.47    0.0000    0.0941  0.0000e+00  6.3207e-16  6.7136e-15
1234.9803  -1887.26    0.0000    0.0954  0.0000e+00  6.4035e-16  6.7138e-15
1235.0102  -1880.04    0.9212    0.4040  6.1848e-15  2.7123e-15  6.7139e-15
1235.0401  -1872.83    0.9408    0.2245  6.3170e-15  1.5070e-15  6.7141e-15
1235.0700  -1865.61    0.4735    0.2278  3.1793e-15  1.5295e-15  6.7143e-15
1235.0999  -1858.40    0.9537    0.1576  6.4035e-15  1.0581e-15  6.7145e-15
