# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1394.1912  -1834.03    0.6977    0.0604  6.8684e-15  5.9416e-16  9.8439e-15
1394.2211  -1827.63    0.9592    0.0702  9.4496e-15  6.9114e-16  9.8515e-15
1394.2510  -1821.24    0.9038    0.0693  8.9107e-15  6.8299e-16  9.8592e-15
1394.2809  -1814.85    0.8429    0.0666  8.3164e-15  6.5744e-16  9.8670e-15
1394.3109  -1808.46    0.9639    0.0712  9.5181e-15  7.0283e-16  9.8747e-15
1394.3408  -1802.07    0.9495    0.0704  9.3831e-15  6.9553e-16  9.8826e-15
1394.3707  -1795.67    1.0303    0.0733  1.0190e-14  7.2461e-16  9.8904e-15
1394.4006  -1789.28    0.9415    0.0702  9.3189e-15  6.9518e-16  9.8983e-15
1394.4305  -1782.89    0.9692    0.0710  9.6016e-15  7.0374e-16  9.9063e-15
1394.4604  -1776.50    0.9882    0.0719  9.7977e-15  7.1300e-16  9.9143e-15
1394.4903  -1770.10    1.0689    0.0740  1.0606e-14  7.3440e-16  9.9224e-15
1394.5202  -1763.71    1.0943    0.0754  1.0867e-14  7.4871e-16  9.9305e-15
1394.5501  -1757.32    0.9695    0.0712  9.6350e-15  7.0725e-16  9.9386e-15
1394.5800  -1750.93    1.0681    0.0747  1.0624e-14  7.4255e-16  9.9468e-15
1394.6100  -1744.54    1.0534    0.0740  1.0486e-14  7.3693e-16  9.9550e-15
1394.6399  -1738.14    0.9898    0.0721  9.8621e-15  7.1814e-16  9.9633e-15
1394.6698  -1731.75    0.8566    0.0666  8.5412e-15  6.6400e-16  9.9716e-15
1394.6997  -1725.36    0.9614    0.0711  9.5950e-15  7.0996e-16  9.9800e-15
1394.7296  -1718.97    0.9468    0.0703  9.4571e-15  7.0205e-16  9.9884e-15
1394.7595  -1712.58    0.9509    0.0708  9.5064e-15  7.0780e-16  9.9969e-15
1394.7894  -1706.18    0.8673    0.0667  8.6778e-15  6.6729e-16  1.0005e-14
1394.8193  -1699.79    1.0189    0.0722  1.0203e-14  7.2305e-16  1.0014e-14
1394.8492  -1693.40    0.9801    0.0705  9.8233e-15  7.0615e-16  1.0023e-14
1394.8791  -1687.01    1.0962    0.0750  1.0996e-14  7.5196e-16  1.0031e-14
1394.9091  -1680.61    1.0697    0.0738  1.0740e-14  7.4078e-16  1.0040e-14
1394.9390  -1674.22    1.0395    0.0725  1.0446e-14  7.2879e-16  1.0049e-14
1394.9689  -1667.83    0.8805    0.0662  8.8559e-15  6.6613e-16  1.0057e-14
1394.9988  -1661.44    0.8738    0.0669  8.7954e-15  6.7361e-16  1.0066e-14
1395.0287  -1655.05    0.9049    0.0678  9.1167e-15  6.8262e-16  1.0075e-14
1395.0586  -1648.65    0.8368    0.0656  8.4385e-15  6.6116e-16  1.0084e-14
1395.0885  -1642.26    0.8692    0.0670  8.7726e-15  6.7639e-16  1.0093e-14
1395.1184  -1635.87    1.0453    0.0730  1.0560e-14  7.3778e-16  1.0102e-14
1395.1483  -1629.48    0.8921    0.0679  9.0202e-15  6.8638e-16  1.0111e-14
1395.1782  -1623.08    0.9455    0.0691  9.5681e-15  6.9968e-16  1.0120e-14
1395.2082  -1616.69    0.9496    0.0698  9.6186e-15  7.0706e-16  1.0129e-14
1395.2381  -1610.30    0.9608    0.0713  9.7405e-15  7.2322e-16  1.0138e-14
1395.2680  -1603.91    0.8481    0.0662  8.6058e-15  6.7148e-16  1.0147e-14
1395.2979  -1597.52    0.9896    0.0712  1.0051e-14  7.2329e-16  1.0157e-14
1395.3278  -1591.12    1.1020    0.0747  1.1203e-14  7.5949e-16  1.0166e-14
1395.3577  -1584.73    1.0600    0.0725  1.0786e-14  7.3821e-16  1.0175e-14
1395.3876  -1578.34    0.9429    0.0685  9.6033e-15  6.9805e-16  1.0185e-14
1395.4175  -1571.95    1.0764    0.0738  1.0973e-14  7.5204e-16  1.0194e-14
