# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1539.7573  -1635.61    0.9627    0.1374  4.1702e-15  5.9499e-16  4.3317e-15
1539.7940  -1628.51    0.9564    0.1370  4.1429e-15  5.9326e-16  4.3318e-15
1539.8307  -1621.40    0.8877    0.1321  3.8457e-15  5.7236e-16  4.3320e-15
1539.8673  -1614.30    1.0106    0.1407  4.3783e-15  6.0966e-16  4.3322e-15
1539.9040  -1607.19    0.7996    0.1257  3.4642e-15  5.4464e-16  4.3324e-15
1539.9407  -1600.09    0.9696    0.1380  4.2008e-15  5.9810e-16  4.3326e-15
1539.9774  -1592.99    0.7844    0.1247  3.3988e-15  5.4021e-16  4.3328e-15
1540.0141  -1585.88    0.9033    0.1335  3.9141e-15  5.7846e-16  4.3330e-15
1540.0508  -1578.78    0.9141    0.1343  3.9611e-15  5.8195e-16  4.3332e-15
1540.0875  -1571.67    0.8716    0.1313  3.7771e-15  5.6888e-16  4.3334e-15
1540.1242  -1564.57    1.0162    0.1414  4.4037e-15  6.1272e-16  4.3336e-15
1540.1609  -1557.46    1.0162    0.1414  4.4041e-15  6.1281e-16  4.3339e-15
1540.1976  -1550.36    1.1456    0.1498  4.9651e-15  6.4944e-16  4.3341e-15
1540.2342  -1543.25    1.1459    0.1498  4.9669e-15  6.4948e-16  4.3343e-15
1540.2709  -1536.15    0.9421    0.1363  4.0838e-15  5.9081e-16  4.3346e-15
1540.3076  -1529.04    0.7762    0.1242  3.3648e-15  5.3834e-16  4.3348e-15
1540.3443  -1521.94    0.9640    0.1379  4.1788e-15  5.9763e-16  4.3351e-15
1540.3810  -1514.83    1.0049    0.1406  4.3566e-15  6.0964e-16  4.3353e-15
1540.4177  -1507.73    0.9848    0.1393  4.2697e-15  6.0404e-16  4.3356e-15
1540.4544  -1500.63    0.9572    0.1374  4.1502e-15  5.9589e-16  4.3358e-15
1540.4911  -1493.52    0.9656    0.1380  4.1869e-15  5.9838e-16  4.3361e-15
1540.5278  -1486.42    0.7792    0.1245  3.3788e-15  5.3971e-16  4.3364e-15
1540.5645  -1479.31    0.9765    0.1388  4.2350e-15  6.0178e-16  4.3367e-15
1540.6011  -1472.21    0.9133    0.1344  3.9607e-15  5.8297e-16  4.3369e-15
1540.6378  -1465.10    1.0267    0.1422  4.4531e-15  6.1693e-16  4.3372e-15
1540.6745  -1458.00    0.9294    0.1355  4.0315e-15  5.8787e-16  4.3375e-15
1540.7112  -1450.89    0.8765    0.1318  3.8023e-15  5.7152e-16  4.3378e-15
1540.7479  -1443.79    1.0169    0.1415  4.4114e-15  6.1378e-16  4.3381e-15
1540.7846  -1436.68    1.0232    0.1419  4.4389e-15  6.1570e-16  4.3384e-15
1540.8213  -1429.58    0.8431    0.1292  3.6581e-15  5.6064e-16  4.3387e-15
1540.8580  -1422.48    0.9830    0.1392  4.2654e-15  6.0383e-16  4.3390e-15
1540.8947  -1415.37    0.8662    0.1308  3.7589e-15  5.6780e-16  4.3394e-15
1540.9314  -1408.27    0.8996    0.1333  3.9039e-15  5.7845e-16  4.3397e-15
1540.9680  -1401.16    0.9961    0.1400  4.3230e-15  6.0765e-16  4.3400e-15
1541.0047  -1394.06    0.8458    0.1293  3.6711e-15  5.6110e-16  4.3403e-15
1541.0414  -1386.95    1.0912    0.1463  4.7363e-15  6.3517e-16  4.3407e-15
1541.0781  -1379.85    0.8644    0.1306  3.7523e-15  5.6715e-16  4.3410e-15
1541.1148  -1372.74    0.8374    0.1287  3.6354e-15  5.5853e-16  4.3413e-15
1541.1515  -1365.64    1.0164    0.1413  4.4129e-15  6.1356e-16  4.3417e-15
1541.1882  -1358.53    0.9455    0.1364  4.1056e-15  5.9229e-16  4.3420e-15
1541.2249  -1351.43    0.7728    0.1237  3.3557e-15  5.3736e-16  4.3424e-15
1541.2616  -1344.32    1.0125    0.1410  4.3972e-15  6.1234e-16  4.3427e-15
1541.2983  -1337.22    0.9108    0.1339  3.9558e-15  5.8155e-16  4.3431e-15
1541.3349  -1330.12    0.7730    0.1237  3.3573e-15  5.3728e-16  4.3435e-15
1541.3716  -1323.01    0.7094    0.1186  3.0817e-15  5.1535e-16  4.3438e-15
1541.4083  -1315.91    0.9562    0.1370  4.1539e-15  5.9536e-16  4.3442e-15
1541.4450  -1308.80    1.0725    0.1449  4.6595e-15  6.2952e-16  4.3446e-15
1541.4817  -1301.70    0.9988    0.1400  4.3399e-15  6.0821e-16  4.3450e-15
1541.5184  -1294.59    1.0685    0.1447  4.6432e-15  6.2858e-16  4.3454e-15
1541.5551  -1287.49    1.0194    0.1414  4.4303e-15  6.1440e-16  4.3457e-15
1541.5918  -1280.38    0.8212    0.1274  3.5690e-15  5.5350e-16  4.3461e-15
1541.6285  -1273.28    1.1788    0.1518  5.1236e-15  6.5994e-16  4.3465e-15
1541.6652  -1266.17    0.9495    0.1366  4.1276e-15  5.9383e-16  4.3469e-15
1541.7018  -1259.07    0.9145    0.1341  3.9758e-15  5.8310e-16  4.3473e-15
1541.7385  -1251.96    0.9684    0.1380  4.2105e-15  6.0004e-16  4.3477e-15
1541.7752  -1244.86    1.0730    0.1451  4.6657e-15  6.3094e-16  4.3482e-15
1541.8119  -1237.76    0.9654    0.1378  4.1980e-15  5.9911e-16  4.3486e-15
1541.8486  -1230.65    0.9916    0.1396  4.3124e-15  6.0707e-16  4.3490e-15
1541.8853  -1223.55    1.0670    0.1446  4.6407e-15  6.2890e-16  4.3494e-15
1541.9220  -1216.44    1.0374    0.1427  4.5123e-15  6.2059e-16  4.3498e-15
1541.9587  -1209.34    0.8919    0.1326  3.8800e-15  5.7675e-16  4.3503e-15
1541.9954  -1202.23    0.8883    0.1324  3.8649e-15  5.7588e-16  4.3507e-15
1542.0321  -1195.13    0.8396    0.1288  3.6533e-15  5.6046e-16  4.3511e-15
1542.0687  -1188.02    0.9768    0.1387  4.2507e-15  6.0336e-16  4.3516e-15
1542.1054  -1180.92    1.0473    0.1434  4.5580e-15  6.2424e-16  4.3520e-15
1542.1421  -1173.81    1.0109    0.1410  4.3997e-15  6.1354e-16  4.3525e-15
1542.1788  -1166.71    1.0325    0.1424  4.4946e-15  6.2001e-16  4.3529e-15
1542.2155  -1159.60    0.7816    0.1244  3.4024e-15  5.4162e-16  4.3534e-15
1542.2522  -1152.50    0.8853    0.1322  3.8546e-15  5.7561e-16  4.3538e-15
1542.2889  -1145.40    0.9343    0.1357  4.0684e-15  5.9069e-16  4.3543e-15
1542.3256  -1138.29    0.9123    0.1342  3.9728e-15  5.8420e-16  4.3547e-15
1542.3623  -1131.19    0.6846    0.1168  2.9817e-15  5.0872e-16  4.3552e-15
1542.3990  -1124.08    1.0829    0.1458  4.7167e-15  6.3514e-16  4.3557e-15
1542.4356  -1116.98    1.0192    0.1416  4.4397e-15  6.1662e-16  4.3561e-15
1542.4723  -1109.87    0.8993    0.1332  3.9178e-15  5.8050e-16  4.3566e-15
1542.5090  -1102.77    0.9220    0.1349  4.0171e-15  5.8763e-16  4.3571e-15
1542.5457  -1095.66    0.9868    0.1394  4.3002e-15  6.0759e-16  4.3576e-15
1542.5824  -1088.56    1.0692    0.1450  4.6597e-15  6.3210e-16  4.3581e-15
1542.6191  -1081.45    0.8493    0.1297  3.7019e-15  5.6528e-16  4.3585e-15
1542.6558  -1074.35    1.2931    0.1591  5.6366e-15  6.9370e-16  4.3590e-15
1542.6925  -1067.24    1.0279    0.1423  4.4811e-15  6.2051e-16  4.3595e-15
1542.7292  -1060.14    1.0350    0.1428  4.5126e-15  6.2259e-16  4.3600e-15
1542.7659  -1053.04    0.9506    0.1370  4.1451e-15  5.9719e-16  4.3605e-15
1542.8025  -1045.93    1.2585    0.1570  5.4884e-15  6.8471e-16  4.3610e-15
1542.8392  -1038.83    1.0129    0.1412  4.4176e-15  6.1589e-16  4.3615e-15
1542.8759  -1031.72    0.8762    0.1317  3.8220e-15  5.7430e-16  4.3620e-15
1542.9126  -1024.62    0.9015    0.1334  3.9328e-15  5.8209e-16  4.3625e-15
1542.9493  -1017.51    1.2781    0.1582  5.5763e-15  6.9013e-16  4.3630e-15
1542.9860  -1010.41    1.0265    0.1422  4.4792e-15  6.2036e-16  4.3636e-15
1543.0227  -1003.30    1.0886    0.1463  4.7509e-15  6.3838e-16  4.3641e-15
