1.389196200000000090e+03 0.000000000000000000e+00 9.787000000000000144e-01 7.470000000000000251e-02 -9.999999999000000000e+09
1.389226200000000063e+03 0.000000000000000000e+00 8.779000000000000137e-01 7.199999999999999456e-02 -9.999999999000000000e+09
1.389256100000000060e+03 0.000000000000000000e+00 8.519999999999999796e-01 6.990000000000000380e-02 -9.999999999000000000e+09
1.389286000000000058e+03 0.000000000000000000e+00 8.901000000000000023e-01 7.240000000000000602e-02 -9.999999999000000000e+09
1.389315900000000056e+03 0.000000000000000000e+00 8.426000000000000156e-01 7.009999999999999565e-02 -9.999999999000000000e+09
1.389345800000000054e+03 0.000000000000000000e+00 8.891999999999999904e-01 7.169999999999999984e-02 -9.999999999000000000e+09
1.389375700000000052e+03 0.000000000000000000e+00 8.349999999999999645e-01 6.859999999999999432e-02 -9.999999999000000000e+09
1.389405600000000049e+03 0.000000000000000000e+00 9.667999999999999927e-01 7.389999999999999347e-02 -9.999999999000000000e+09
1.389435500000000047e+03 0.000000000000000000e+00 1.060499999999999998e+00 7.820000000000000562e-02 -9.999999999000000000e+09
1.389465400000000045e+03 0.000000000000000000e+00 1.042799999999999949e+00 7.729999999999999372e-02 -9.999999999000000000e+09
1.389495300000000043e+03 0.000000000000000000e+00 9.347999999999999643e-01 7.330000000000000404e-02 -9.999999999000000000e+09
1.389525300000000016e+03 0.000000000000000000e+00 9.489999999999999547e-01 7.290000000000000646e-02 -9.999999999000000000e+09
1.389555200000000013e+03 0.000000000000000000e+00 1.025600000000000067e+00 7.670000000000000429e-02 -9.999999999000000000e+09
1.389585100000000011e+03 0.000000000000000000e+00 9.796000000000000263e-01 7.530000000000000582e-02 -9.999999999000000000e+09
1.389615000000000009e+03 0.000000000000000000e+00 9.356999999999999762e-01 7.459999999999999964e-02 -9.999999999000000000e+09
1.389644900000000007e+03 0.000000000000000000e+00 9.163000000000000034e-01 7.249999999999999500e-02 -9.999999999000000000e+09
1.389674800000000005e+03 0.000000000000000000e+00 8.705000000000000515e-01 7.159999999999999698e-02 -9.999999999000000000e+09
1.389704700000000003e+03 0.000000000000000000e+00 9.436999999999999833e-01 7.340000000000000691e-02 -9.999999999000000000e+09
