# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1241.8297  -2097.17    0.8624    0.1033  5.7960e-15  6.9448e-16  6.7210e-15
1241.8596  -2090.00    0.9569    0.1087  6.4314e-15  7.3082e-16  6.7208e-15
1241.8895  -2082.83    1.0501    0.1295  7.0570e-15  8.7017e-16  6.7207e-15
1241.9194  -2075.66    0.9754    0.1464  6.5551e-15  9.8408e-16  6.7205e-15
1241.9493  -2068.49    1.0269    0.1518  6.9008e-15  1.0199e-15  6.7203e-15
1241.9792  -2061.32    0.9647    0.1459  6.4831e-15  9.8034e-16  6.7201e-15
1242.0091  -2054.15    1.1597    0.1601  7.7932e-15  1.0758e-15  6.7199e-15
1242.0390  -2046.98    1.0778    0.1564  7.2425e-15  1.0507e-15  6.7197e-15
1242.0690  -2039.81    0.9004    0.1434  6.0501e-15  9.6387e-16  6.7195e-15
1242.0989  -2032.64    0.9135    0.1485  6.1383e-15  9.9772e-16  6.7193e-15
1242.1288  -2025.47    0.9788    0.1496  6.5767e-15  1.0050e-15  6.7191e-15
1242.1587  -2018.30    1.0701    0.1572  7.1896e-15  1.0564e-15  6.7189e-15
1242.1886  -2011.13    1.1789    0.1604  7.9206e-15  1.0776e-15  6.7187e-15
1242.2185  -2003.96    0.9097    0.1432  6.1118e-15  9.6234e-16  6.7185e-15
1242.2484  -1996.79    0.8754    0.1388  5.8813e-15  9.3231e-16  6.7183e-15
1242.2783  -1989.62    1.0744    0.1533  7.2176e-15  1.0301e-15  6.7181e-15
1242.3082  -1982.45    1.1286    0.1569  7.5819e-15  1.0540e-15  6.7179e-15
1242.3381  -1975.28    1.0696    0.1561  7.1854e-15  1.0489e-15  6.7176e-15
1242.3681  -1968.11    0.9190    0.1435  6.1731e-15  9.6423e-16  6.7174e-15
1242.3980  -1960.94    0.9457    0.1389  6.3527e-15  9.3270e-16  6.7172e-15
1242.4279  -1953.77    0.8568    0.1383  5.7552e-15  9.2866e-16  6.7170e-15
1242.4578  -1946.60    0.9120    0.1432  6.1259e-15  9.6169e-16  6.7167e-15
1242.4877  -1939.43    0.9714    0.1441  6.5244e-15  9.6790e-16  6.7165e-15
1242.5176  -1932.26    1.0043    0.1493  6.7455e-15  1.0026e-15  6.7163e-15
1242.5475  -1925.09    1.0235    0.1502  6.8739e-15  1.0087e-15  6.7160e-15
1242.5774  -1917.92    1.0113    0.1502  6.7917e-15  1.0084e-15  6.7158e-15
1242.6073  -1910.75    0.9951    0.1456  6.6827e-15  9.7785e-16  6.7156e-15
1242.6372  -1903.58    0.9665    0.1481  6.4900e-15  9.9466e-16  6.7153e-15
1242.6672  -1896.41    1.0653    0.1535  7.1539e-15  1.0309e-15  6.7151e-15
1242.6971  -1889.24    0.7808    0.1320  5.2430e-15  8.8658e-16  6.7148e-15
1242.7270  -1882.07    0.9646    0.1468  6.4769e-15  9.8538e-16  6.7146e-15
1242.7569  -1874.90    0.8596    0.1386  5.7720e-15  9.3090e-16  6.7143e-15
1242.7868  -1867.73    0.9166    0.1406  6.1543e-15  9.4382e-16  6.7141e-15
1242.8167  -1860.56    0.8549    0.1386  5.7396e-15  9.3021e-16  6.7138e-15
1242.8466  -1853.39    1.0018    0.1530  6.7254e-15  1.0272e-15  6.7135e-15
1242.8765  -1846.22    0.9549    0.1429  6.4106e-15  9.5960e-16  6.7133e-15
1242.9064  -1839.05    0.9007    0.1415  6.0466e-15  9.4961e-16  6.7130e-15
1242.9363  -1831.88    1.0802    0.1496  7.2509e-15  1.0044e-15  6.7127e-15
1242.9663  -1824.71    0.9296    0.1463  6.2399e-15  9.8177e-16  6.7125e-15
1242.9962  -1817.54    0.9414    0.1461  6.3189e-15  9.8071e-16  6.7122e-15
1243.0261  -1810.37    0.9643    0.1467  6.4720e-15  9.8445e-16  6.7119e-15
1243.0560  -1803.20    0.8589    0.1366  5.7649e-15  9.1675e-16  6.7116e-15
1243.0859  -1796.03    0.9278    0.1444  6.2268e-15  9.6940e-16  6.7114e-15
1243.1158  -1788.86    0.9388    0.1450  6.3002e-15  9.7311e-16  6.7111e-15
1243.1457  -1781.69    0.8324    0.1371  5.5858e-15  9.1997e-16  6.7108e-15
1243.1756  -1774.52    0.9224    0.1444  6.1897e-15  9.6874e-16  6.7105e-15
1243.2055  -1767.35    1.0453    0.1528  7.0140e-15  1.0256e-15  6.7102e-15
1243.2354  -1760.18    0.9724    0.1441  6.5250e-15  9.6711e-16  6.7099e-15
1243.2654  -1753.01    0.8990    0.1384  6.0321e-15  9.2881e-16  6.7096e-15
1243.2953  -1745.84    0.9944    0.1503  6.6715e-15  1.0085e-15  6.7093e-15
1243.3252  -1738.67    0.9278    0.1403  6.2249e-15  9.4136e-16  6.7090e-15
1243.3551  -1731.50    1.0180    0.1458  6.8297e-15  9.7813e-16  6.7087e-15
1243.3850  -1724.33    1.1051    0.1544  7.4134e-15  1.0356e-15  6.7084e-15
1243.4149  -1717.16    1.0291    0.1467  6.9033e-15  9.8402e-16  6.7081e-15
1243.4448  -1709.99    1.0168    0.1444  6.8205e-15  9.6868e-16  6.7078e-15
1243.4747  -1702.82    0.9390    0.1480  6.2983e-15  9.9291e-16  6.7075e-15
1243.5046  -1695.65    0.9355    0.1442  6.2748e-15  9.6725e-16  6.7071e-15
1243.5345  -1688.48    0.9317    0.1471  6.2486e-15  9.8655e-16  6.7068e-15
1243.5645  -1681.31    1.1765    0.1610  7.8899e-15  1.0795e-15  6.7065e-15
1243.5944  -1674.14    1.0805    0.1549  7.2463e-15  1.0387e-15  6.7062e-15
1243.6243  -1666.97    0.9310    0.1417  6.2434e-15  9.5054e-16  6.7058e-15
1243.6542  -1659.80    0.9953    0.1481  6.6743e-15  9.9302e-16  6.7055e-15
1243.6841  -1652.63    0.8994    0.1393  6.0309e-15  9.3409e-16  6.7052e-15
1243.7140  -1645.46    0.8476    0.1369  5.6828e-15  9.1803e-16  6.7048e-15
1243.7439  -1638.29    0.9601    0.1428  6.4369e-15  9.5747e-16  6.7045e-15
1243.7738  -1631.12    0.9725    0.1461  6.5195e-15  9.7954e-16  6.7042e-15
1243.8037  -1623.95    1.0708    0.1531  7.1785e-15  1.0264e-15  6.7038e-15
1243.8336  -1616.78    1.0420    0.1539  6.9851e-15  1.0320e-15  6.7035e-15
1243.8636  -1609.61    0.8452    0.1364  5.6654e-15  9.1397e-16  6.7031e-15
1243.8935  -1602.44    1.0757    0.1517  7.2100e-15  1.0168e-15  6.7028e-15
1243.9234  -1595.27    1.1288    0.1576  7.5660e-15  1.0560e-15  6.7024e-15
1243.9533  -1588.10    0.9359    0.1350  6.2722e-15  9.0479e-16  6.7020e-15
1243.9832  -1580.93    0.9448    0.1078  6.3317e-15  7.2229e-16  6.7017e-15
1244.0131  -1573.76    0.9530    0.1083  6.3866e-15  7.2575e-16  6.7013e-15
1244.0430  -1566.59    1.1303    0.1178  7.5740e-15  7.8907e-16  6.7009e-15
1244.0729  -1559.42    1.2201    0.1222  8.1756e-15  8.1901e-16  6.7006e-15
1244.1028  -1552.25    0.9840    0.1128  6.5931e-15  7.5600e-16  6.7002e-15
1244.1327  -1545.08    0.9822    0.1713  6.5807e-15  1.1478e-15  6.6998e-15
1244.1627  -1537.91    1.1716    0.1962  7.8489e-15  1.3146e-15  6.6994e-15
1244.1926  -1530.74    1.0200    0.2240  6.8331e-15  1.5004e-15  6.6991e-15
1244.2225  -1523.57    1.0448    0.2268  6.9990e-15  1.5193e-15  6.6987e-15
1244.2524  -1516.40    0.8687    0.2072  5.8189e-15  1.3882e-15  6.6983e-15
1244.2823  -1509.22    0.8660    0.2069  5.8002e-15  1.3855e-15  6.6979e-15
1244.3122  -1502.05    0.9265    0.2138  6.2050e-15  1.4317e-15  6.6975e-15
1244.3421  -1494.88    1.1680    0.2394  7.8224e-15  1.6030e-15  6.6971e-15
1244.3720  -1487.71    1.3769    0.1789  9.2207e-15  1.1983e-15  6.6967e-15
1244.4019  -1480.54    1.0832    0.1540  7.2536e-15  1.0314e-15  6.6963e-15
1244.4318  -1473.37    1.0616    0.1524  7.1087e-15  1.0202e-15  6.6959e-15
1244.4618  -1466.20    1.0312    0.1479  6.9042e-15  9.9014e-16  6.6955e-15
1244.4917  -1459.03    1.1092    0.1538  7.4262e-15  1.0294e-15  6.6951e-15
1244.5216  -1451.86    1.0959    0.1536  7.3364e-15  1.0285e-15  6.6947e-15
1244.5515  -1444.69    0.9231    0.1462  6.1797e-15  9.7893e-16  6.6942e-15
1244.5814  -1437.52    0.8589    0.1381  5.7497e-15  9.2444e-16  6.6938e-15
1244.6113  -1430.35    0.8824    0.1384  5.9065e-15  9.2636e-16  6.6934e-15
1244.6412  -1423.18    0.8790    0.1382  5.8831e-15  9.2488e-16  6.6930e-15
1244.6711  -1416.01    0.9814    0.1447  6.5682e-15  9.6842e-16  6.6926e-15
1244.7010  -1408.84    0.9949    0.1465  6.6582e-15  9.8065e-16  6.6921e-15
1244.7309  -1401.67    0.9748    0.1431  6.5232e-15  9.5778e-16  6.6917e-15
1244.7609  -1394.50    0.9921    0.1446  6.6385e-15  9.6736e-16  6.6912e-15
1244.7908  -1387.33    1.0309    0.1502  6.8974e-15  1.0049e-15  6.6908e-15
1244.8207  -1380.16    1.0705    0.1462  7.1618e-15  9.7797e-16  6.6904e-15
1244.8506  -1372.99    0.9654    0.1250  6.4585e-15  8.3650e-16  6.6899e-15
1244.8805  -1365.82    0.8964    0.1121  5.9963e-15  7.4987e-16  6.6895e-15
1244.9104  -1358.65    0.9069    0.1056  6.0663e-15  7.0611e-16  6.6890e-15
1244.9403  -1351.48    1.0321    0.1126  6.9030e-15  7.5284e-16  6.6886e-15
1244.9702  -1344.31    0.9876    0.1101  6.6049e-15  7.3651e-16  6.6881e-15
1245.0001  -1337.14    0.9026    0.1054  6.0364e-15  7.0505e-16  6.6876e-15
1245.0300  -1329.97    0.9871    0.1101  6.6011e-15  7.3605e-16  6.6872e-15
1245.0600  -1322.80    0.9139    0.1060  6.1110e-15  7.0881e-16  6.6867e-15
1245.0899  -1315.63    1.0051    0.1111  6.7206e-15  7.4277e-16  6.6862e-15
1245.1198  -1308.46    1.0882    0.1155  7.2756e-15  7.7206e-16  6.6858e-15
1245.1497  -1301.29    1.0001    0.1134  6.6858e-15  7.5842e-16  6.6853e-15
1245.1796  -1294.12    0.8511    0.1161  5.6897e-15  7.7632e-16  6.6848e-15
1245.2095  -1286.95    1.0426    0.1296  6.9694e-15  8.6652e-16  6.6843e-15
1245.2394  -1279.78    0.8649    0.1361  5.7807e-15  9.0990e-16  6.6838e-15
1245.2693  -1272.61    1.0056    0.1483  6.7205e-15  9.9143e-16  6.6834e-15
1245.2992  -1265.44    0.9079    0.1363  6.0671e-15  9.1110e-16  6.6829e-15
1245.3291  -1258.27    0.8408    0.1156  5.6183e-15  7.7249e-16  6.6824e-15
1245.3591  -1251.10    1.0149    0.1139  6.7817e-15  7.6083e-16  6.6819e-15
1245.3890  -1243.93    0.9575    0.1085  6.3977e-15  7.2480e-16  6.6814e-15
1245.4189  -1236.76    0.9812    0.1097  6.5553e-15  7.3310e-16  6.6809e-15
1245.4488  -1229.59    1.1013    0.1161  7.3568e-15  7.7580e-16  6.6804e-15
1245.4787  -1222.42    0.9832    0.1098  6.5674e-15  7.3371e-16  6.6799e-15
1245.5086  -1215.25    1.0415    0.1130  6.9567e-15  7.5495e-16  6.6793e-15
1245.5385  -1208.08    1.0844    0.1153  7.2423e-15  7.6980e-16  6.6788e-15
1245.5684  -1200.91    1.1451    0.1184  7.6472e-15  7.9097e-16  6.6783e-15
1245.5983  -1193.74    0.9567    0.1085  6.3883e-15  7.2424e-16  6.6778e-15
1245.6282  -1186.57    1.1083    0.1166  7.4006e-15  7.7842e-16  6.6773e-15
1245.6582  -1179.40    1.0073    0.1112  6.7258e-15  7.4224e-16  6.6767e-15
1245.6881  -1172.23    1.0962    0.1160  7.3187e-15  7.7411e-16  6.6762e-15
1245.7180  -1165.06    0.9267    0.1068  6.1865e-15  7.1285e-16  6.6757e-15
1245.7479  -1157.89    0.9689    0.1091  6.4677e-15  7.2844e-16  6.6751e-15
1245.7778  -1150.72    1.0397    0.1129  6.9395e-15  7.5364e-16  6.6746e-15
1245.8077  -1143.55    0.9323    0.1071  6.2219e-15  7.1494e-16  6.6740e-15
1245.8376  -1136.38    0.8211    0.1006  5.4796e-15  6.7150e-16  6.6735e-15
1245.8675  -1129.21    0.8445    0.1020  5.6352e-15  6.8089e-16  6.6729e-15
1245.8974  -1122.04    1.0036    0.1110  6.6962e-15  7.4067e-16  6.6724e-15
1245.9273  -1114.87    0.9201    0.1064  6.1390e-15  7.0994e-16  6.6718e-15
1245.9573  -1107.70    1.0322    0.1126  6.8861e-15  7.5088e-16  6.6713e-15
1245.9872  -1100.53    1.0100    0.1113  6.7373e-15  7.4257e-16  6.6707e-15
1246.0171  -1093.36    0.9511    0.1081  6.3441e-15  7.2076e-16  6.6701e-15
1246.0470  -1086.19    0.8850    0.1043  5.9024e-15  6.9573e-16  6.6696e-15
1246.0769  -1079.02    0.8526    0.1025  5.6859e-15  6.8357e-16  6.6690e-15
1246.1068  -1071.85    1.0284    0.1123  6.8576e-15  7.4897e-16  6.6684e-15
1246.1367  -1064.68    1.0848    0.1152  7.2332e-15  7.6833e-16  6.6678e-15
1246.1666  -1057.51    1.0599    0.1139  7.0667e-15  7.5940e-16  6.6673e-15
1246.1965  -1050.34    1.0400    0.1129  6.9333e-15  7.5239e-16  6.6667e-15
1246.2264  -1043.17    1.0012    0.1108  6.6739e-15  7.3892e-16  6.6661e-15
1246.2564  -1036.00    1.2053    0.1214  8.0340e-15  8.0938e-16  6.6655e-15
1246.2863  -1028.83    1.0798    0.1151  7.1967e-15  7.6709e-16  6.6649e-15
1246.3162  -1021.66    1.1009    0.1162  7.3370e-15  7.7443e-16  6.6643e-15
1246.3461  -1014.49    0.9035    0.1055  6.0209e-15  7.0326e-16  6.6637e-15
1246.3760  -1007.32    1.0763    0.1149  7.1717e-15  7.6571e-16  6.6631e-15
1246.4059  -1000.15    1.1439    0.1184  7.6215e-15  7.8900e-16  6.6625e-15
1246.4358   -992.98    0.8872    0.1045  5.9102e-15  6.9645e-16  6.6619e-15
1246.4657   -985.81    0.8989    0.1052  5.9878e-15  7.0080e-16  6.6612e-15
1246.4956   -978.64    0.8424    0.1020  5.6110e-15  6.7924e-16  6.6606e-15
1246.5255   -971.47    0.9201    0.1146  6.1276e-15  7.6329e-16  6.6600e-15
1246.5555   -964.30    0.8724    0.1190  5.8094e-15  7.9241e-16  6.6594e-15
1246.5854   -957.13    0.8896    0.1323  5.9234e-15  8.8122e-16  6.6587e-15
1246.6153   -949.96    1.0023    0.1520  6.6731e-15  1.0119e-15  6.6581e-15
1246.6452   -942.79    0.8279    0.1395  5.5118e-15  9.2840e-16  6.6575e-15
1246.6751   -935.62    1.0380    0.1515  6.9100e-15  1.0085e-15  6.6568e-15
1246.7050   -928.45    0.9885    0.1360  6.5795e-15  9.0502e-16  6.6562e-15
1246.7349   -921.28    1.0972    0.1289  7.3022e-15  8.5779e-16  6.6555e-15
1246.7648   -914.11    0.8375    0.1017  5.5736e-15  6.7656e-16  6.6549e-15
1246.7947   -906.93    1.1032    0.1163  7.3406e-15  7.7373e-16  6.6542e-15
1246.8246   -899.76    1.1117    0.1167  7.3969e-15  7.7648e-16  6.6536e-15
1246.8546   -892.59    1.0270    0.1122  6.8327e-15  7.4646e-16  6.6529e-15
1246.8845   -885.42    1.1238    0.1173  7.4756e-15  7.8041e-16  6.6523e-15
1246.9144   -878.25    1.1270    0.1175  7.4963e-15  7.8130e-16  6.6516e-15
1246.9443   -871.08    1.1131    0.1168  7.4031e-15  7.7665e-16  6.6509e-15
1246.9742   -863.91    0.9766    0.1116  6.4947e-15  7.4199e-16  6.6503e-15
1247.0041   -856.74    0.9742    0.1234  6.4780e-15  8.2041e-16  6.6496e-15
1247.0340   -849.57    1.0577    0.1347  7.0326e-15  8.9584e-16  6.6489e-15
1247.0639   -842.40    1.0247    0.1482  6.8124e-15  9.8508e-16  6.6482e-15
1247.0938   -835.23    1.2084    0.1619  8.0329e-15  1.0763e-15  6.6475e-15
1247.1237   -828.06    1.1227    0.1549  7.4624e-15  1.0299e-15  6.6468e-15
1247.1537   -820.89    0.9644    0.1434  6.4093e-15  9.5311e-16  6.6461e-15
1247.1836   -813.72    1.0546    0.1485  7.0086e-15  9.8684e-16  6.6454e-15
1247.2135   -806.55    1.0191    0.1437  6.7719e-15  9.5513e-16  6.6447e-15
1247.2434   -799.38    0.9104    0.1404  6.0489e-15  9.3268e-16  6.6440e-15
1247.2733   -792.21    0.9908    0.1510  6.5821e-15  1.0031e-15  6.6433e-15
1247.3032   -785.04    1.0868    0.1533  7.2195e-15  1.0185e-15  6.6426e-15
1247.3331   -777.87    0.9528    0.1430  6.3286e-15  9.5006e-16  6.6419e-15
1247.3630   -770.70    1.1184    0.1552  7.4275e-15  1.0310e-15  6.6412e-15
1247.3929   -763.53    0.8621    0.1365  5.7245e-15  9.0650e-16  6.6405e-15
1247.4228   -756.36    1.0524    0.1476  6.9878e-15  9.8007e-16  6.6397e-15
1247.4528   -749.19    0.9210    0.1426  6.1144e-15  9.4663e-16  6.6390e-15
1247.4827   -742.02    1.0879    0.1539  7.2220e-15  1.0218e-15  6.6383e-15
1247.5126   -734.85    1.1494    0.1580  7.6289e-15  1.0490e-15  6.6375e-15
1247.5425   -727.68    0.9113    0.1456  6.0478e-15  9.6614e-16  6.6368e-15
1247.5724   -720.51    0.9432    0.1454  6.2590e-15  9.6491e-16  6.6360e-15
1247.6023   -713.34    1.0537    0.1488  6.9919e-15  9.8750e-16  6.6353e-15
1247.6322   -706.17    0.8884    0.1394  5.8942e-15  9.2487e-16  6.6346e-15
1247.6621   -699.00    1.0207    0.1463  6.7708e-15  9.7024e-16  6.6338e-15
1247.6920   -691.83    0.9240    0.1423  6.1290e-15  9.4387e-16  6.6330e-15
1247.7219   -684.66    1.0775    0.1506  7.1464e-15  9.9901e-16  6.6323e-15
1247.7519   -677.49    0.9905    0.1440  6.5684e-15  9.5462e-16  6.6315e-15
1247.7818   -670.32    0.9042    0.1400  5.9957e-15  9.2860e-16  6.6307e-15
1247.8117   -663.15    1.2169    0.1579  8.0681e-15  1.0468e-15  6.6300e-15
1247.8416   -655.98    1.1560    0.1588  7.6633e-15  1.0527e-15  6.6292e-15
1247.8715   -648.81    1.0023    0.1488  6.6434e-15  9.8645e-16  6.6284e-15
1247.9014   -641.64    0.8883    0.1362  5.8874e-15  9.0292e-16  6.6277e-15
1247.9313   -634.47    0.9821    0.1461  6.5085e-15  9.6837e-16  6.6269e-15
1247.9612   -627.30    1.1480    0.1535  7.6065e-15  1.0169e-15  6.6261e-15
1247.9911   -620.13    0.9366    0.1411  6.2055e-15  9.3495e-16  6.6253e-15
1248.0210   -612.96    1.1157    0.1547  7.3907e-15  1.0245e-15  6.6245e-15
1248.0510   -605.79    1.0767    0.1491  7.1317e-15  9.8779e-16  6.6238e-15
1248.0809   -598.62    0.9684    0.1450  6.4140e-15  9.6059e-16  6.6230e-15
1248.1108   -591.45    0.9440    0.1471  6.2516e-15  9.7440e-16  6.6222e-15
1248.1407   -584.28    0.9390    0.1414  6.2176e-15  9.3599e-16  6.6214e-15
1248.1706   -577.11    0.9964    0.1465  6.5966e-15  9.6973e-16  6.6206e-15
1248.2005   -569.94    1.1226    0.1519  7.4312e-15  1.0056e-15  6.6198e-15
1248.2304   -562.77    1.0281    0.1485  6.8047e-15  9.8265e-16  6.6190e-15
1248.2603   -555.60    0.8836    0.1383  5.8475e-15  9.1500e-16  6.6182e-15
1248.2902   -548.43    1.0555    0.1497  6.9844e-15  9.9093e-16  6.6174e-15
1248.3201   -541.26    1.0045    0.1483  6.6467e-15  9.8092e-16  6.6166e-15
1248.3501   -534.09    0.9172    0.1435  6.0677e-15  9.4933e-16  6.6158e-15
1248.3800   -526.92    1.0789    0.1515  7.1372e-15  1.0021e-15  6.6150e-15
1248.4099   -519.75    1.0177    0.1493  6.7311e-15  9.8764e-16  6.6141e-15
1248.4398   -512.58    1.1106    0.1552  7.3446e-15  1.0267e-15  6.6133e-15
1248.4697   -505.41    1.0480    0.1470  6.9296e-15  9.7213e-16  6.6125e-15
1248.4996   -498.24    1.0302    0.1526  6.8116e-15  1.0089e-15  6.6117e-15
1248.5295   -491.07    0.7831    0.1312  5.1770e-15  8.6767e-16  6.6109e-15
1248.5594   -483.90    1.0161    0.1455  6.7164e-15  9.6188e-16  6.6100e-15
1248.5893   -476.73    0.9683    0.1472  6.4000e-15  9.7309e-16  6.6092e-15
1248.6192   -469.56    1.0028    0.1487  6.6267e-15  9.8285e-16  6.6084e-15
1248.6492   -462.39    1.0009    0.1502  6.6135e-15  9.9265e-16  6.6076e-15
1248.6791   -455.22    1.0488    0.1529  6.9293e-15  1.0105e-15  6.6067e-15
1248.7090   -448.05    0.8833    0.1424  5.8349e-15  9.4070e-16  6.6059e-15
1248.7389   -440.88    0.9423    0.1455  6.2239e-15  9.6124e-16  6.6051e-15
1248.7688   -433.71    0.9150    0.1411  6.0428e-15  9.3205e-16  6.6042e-15
1248.7987   -426.54    1.0226    0.1486  6.7526e-15  9.8124e-16  6.6034e-15
1248.8286   -419.37    1.0298    0.1484  6.7995e-15  9.7994e-16  6.6025e-15
1248.8585   -412.20    0.9583    0.1457  6.3263e-15  9.6167e-16  6.6017e-15
1248.8884   -405.03    0.9904    0.1438  6.5374e-15  9.4941e-16  6.6008e-15
1248.9183   -397.86    0.9352    0.1412  6.1722e-15  9.3175e-16  6.6000e-15
1248.9483   -390.69    1.0041    0.1487  6.6260e-15  9.8161e-16  6.5991e-15
1248.9782   -383.52    0.9668    0.1337  6.3790e-15  8.8250e-16  6.5983e-15
1249.0081   -376.35    0.9859    0.1242  6.5045e-15  8.1910e-16  6.5974e-15
1249.0380   -369.18    1.0072    0.1111  6.6441e-15  7.3315e-16  6.5966e-15
1249.0679   -362.01    1.0675    0.1144  7.0409e-15  7.5431e-16  6.5957e-15
1249.0978   -354.84    1.0713    0.1146  7.0653e-15  7.5571e-16  6.5949e-15
1249.1277   -347.67    1.0615    0.1141  6.9994e-15  7.5213e-16  6.5940e-15
1249.1576   -340.50    0.8944    0.1049  5.8972e-15  6.9167e-16  6.5931e-15
1249.1875   -333.33    0.6990    0.0930  4.6083e-15  6.1304e-16  6.5923e-15
1249.2174   -326.16    0.8820    0.1041  5.8139e-15  6.8643e-16  6.5914e-15
1249.2474   -318.99    0.9889    0.1102  6.5174e-15  7.2614e-16  6.5905e-15
1249.2773   -311.82    1.0763    0.1148  7.0927e-15  7.5680e-16  6.5896e-15
1249.3072   -304.65    1.0466    0.1133  6.8959e-15  7.4675e-16  6.5888e-15
1249.3371   -297.47    1.1068    0.1165  7.2916e-15  7.6758e-16  6.5879e-15
