wave,Comp_v_-33.3,Comp_v_32.1,Comp_v_272.8
1554.429000000354,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.4340000003542,0.9999997019767761,0.9999996423721313,0.9999996423721313
1554.4390000003543,0.9999996423721313,0.9999995827674866,0.9999995827674866
1554.4440000003544,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.4490000003545,0.9999995827674866,0.999999463558197,0.999999463558197
1554.4540000003547,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.4590000003548,0.9999996423721313,0.9999995827674866,0.9999995827674866
1554.4640000003549,0.9999997019767761,0.9999995827674866,0.9999995827674866
1554.469000000355,0.9999997019767761,0.9999995827674866,0.9999995827674866
1554.474000000355,0.9999995231628418,0.999999463558197,0.999999463558197
1554.4790000003552,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.4840000003553,0.9999997019767761,0.9999996423721313,0.9999996423721313
1554.4890000003554,0.9999997019767761,0.9999995827674866,0.9999995827674866
1554.4940000003555,0.9999996423721313,0.9999995827674866,0.9999995827674866
1554.4990000003556,0.9999997615814209,0.9999997019767761,0.9999997019767761
1554.5040000003557,0.9999997019767761,0.9999996423721313,0.9999996423721313
1554.5090000003559,0.9999997019767761,0.9999996423721313,0.9999996423721313
1554.514000000356,0.9999995827674866,0.999999463558197,0.999999463558197
1554.519000000356,0.9999995827674866,0.9999995827674866,0.9999995827674866
1554.5240000003562,0.9999998807907104,0.9999998211860657,0.9999998211860657
1554.5290000003563,0.9999995827674866,0.999999463558197,0.999999463558197
1554.5340000003564,0.9999995827674866,0.9999995231628418,0.9999995231628418
1554.5390000003565,0.9999996423721313,0.9999995231628418,0.9999995231628418
1554.5440000003566,0.9999997615814209,0.9999997615814209,0.9999997615814209
1554.5490000003567,0.9999996423721313,0.9999995827674866,0.9999995827674866
1554.5540000003568,0.9999996423721313,0.9999995231628418,0.9999995231628418
1554.559000000357,0.9999997615814209,0.9999997019767761,0.9999997019767761
1554.564000000357,0.9999995827674866,0.9999995231628418,0.9999995231628418
1554.5690000003572,0.9999997615814209,0.9999995827674866,0.9999995827674866
1554.5740000003573,0.9999995827674866,0.9999995827674866,0.9999995827674866
1554.5790000003574,0.9999997019767761,0.9999997019767761,0.9999997019767761
1554.5840000003575,0.9999995827674866,0.9999995827674866,0.9999995827674866
1554.5890000003576,0.9999995231628418,0.9999995231628418,0.9999995231628418
1554.5940000003577,0.9999997019767761,0.9999996423721313,0.9999996423721313
1554.5990000003578,0.9999997615814209,0.9999996423721313,0.9999996423721313
1554.604000000358,0.9999997019767761,0.9999997019767761,0.9999997019767761
1554.609000000358,0.9999995827674866,0.9999995231628418,0.9999995231628418
1554.6140000003581,0.9999995827674866,0.999999463558197,0.999999463558197
1554.6190000003583,0.9999995827674866,0.9999995231628418,0.9999995231628418
1554.6240000003584,0.9999997615814209,0.9999997019767761,0.9999997019767761
1554.6290000003585,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.6340000003586,0.9999997019767761,0.9999996423721313,0.9999996423721313
1554.6390000003587,0.9999995231628418,0.9999995231628418,0.9999995231628418
1554.6440000003588,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.649000000359,0.9999996423721313,0.999999463558197,0.999999463558197
1554.654000000359,0.9999995827674866,0.9999995231628418,0.9999995231628418
1554.6590000003591,0.9999998807907104,0.9999998211860657,0.9999998211860657
1554.6640000003592,0.9999996423721313,0.9999995231628418,0.9999995231628418
1554.6690000003593,0.9999995231628418,0.9999995231628418,0.9999995231628418
1554.6740000003595,0.9999996423721313,0.9999995827674866,0.9999995827674866
1554.6790000003596,0.9999997019767761,0.9999997019767761,0.9999997019767761
1554.6840000003597,0.9999995231628418,0.999999463558197,0.999999463558197
1554.6890000003598,0.9999995231628418,0.9999995231628418,0.9999995231628418
1554.69400000036,0.9999995231628418,0.9999995231628418,0.9999995231628418
1554.69900000036,0.9999995827674866,0.9999995827674866,0.9999995827674866
1554.70400000036,0.9999997019767761,0.9999996423721313,0.9999996423721313
1554.7090000003602,0.9999995827674866,0.9999995827674866,0.9999995827674866
1554.7140000003603,0.9999996423721313,0.9999995231628418,0.9999995231628418
1554.7190000003604,0.9999995231628418,0.9999995231628418,0.9999995231628418
1554.7240000003605,0.9999997615814209,0.9999997019767761,0.9999997019767761
1554.7290000003607,0.9999997019767761,0.9999995231628418,0.9999995231628418
1554.7340000003608,0.9999996423721313,0.9999995231628418,0.9999995231628418
1554.7390000003609,0.9999997019767761,0.9999996423721313,0.9999996423721313
1554.744000000361,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.749000000361,0.9999996423721313,0.9999995827674866,0.9999995827674866
1554.7540000003612,0.9999997019767761,0.9999995827674866,0.9999995827674866
1554.7590000003613,0.9999995827674866,0.9999995827674866,0.9999995827674866
1554.7640000003614,0.9999996423721313,0.9999995827674866,0.9999995827674866
1554.7690000003615,0.9999997615814209,0.9999997019767761,0.9999997019767761
1554.7740000003616,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.7790000003617,0.9999997019767761,0.9999996423721313,0.9999996423721313
1554.7840000003619,0.9999995231628418,0.9999995231628418,0.9999995231628418
1554.789000000362,0.9999997019767761,0.9999995827674866,0.9999995827674866
1554.794000000362,0.9999997615814209,0.9999997615814209,0.9999997615814209
1554.7990000003622,0.9999997019767761,0.9999997019767761,0.9999997019767761
1554.8040000003623,0.9999995827674866,0.9999995231628418,0.9999995231628418
1554.8090000003624,0.9999996423721313,0.9999995827674866,0.9999995827674866
1554.8140000003625,0.9999996423721313,0.9999995231628418,0.9999995231628418
1554.8190000003626,0.9999997019767761,0.9999997019767761,0.9999997019767761
1554.8240000003627,0.9999997615814209,0.9999997019767761,0.9999997019767761
1554.8290000003628,0.9999995827674866,0.9999995231628418,0.9999995231628418
1554.834000000363,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.839000000363,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.8440000003632,0.9999996423721313,0.9999995827674866,0.9999995827674866
1554.8490000003633,0.9999997019767761,0.9999997019767761,0.9999997019767761
1554.8540000003634,0.9999996423721313,0.9999996423721313,0.9999996423721313
1554.8590000003635,0.9999996423721313,0.9999995231628418,0.9999995231628418
1554.8640000003636,0.9999997019767761,0.9999995827674866,0.9999995827674866
