# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1542.3623  -1627.48    0.6846    0.1168  2.9817e-15  5.0872e-16  4.3552e-15
1542.3990  -1620.39    1.0829    0.1458  4.7167e-15  6.3514e-16  4.3557e-15
1542.4356  -1613.30    1.0192    0.1416  4.4397e-15  6.1662e-16  4.3561e-15
1542.4723  -1606.21    0.8993    0.1332  3.9178e-15  5.8050e-16  4.3566e-15
1542.5090  -1599.11    0.9220    0.1349  4.0171e-15  5.8763e-16  4.3571e-15
1542.5457  -1592.02    0.9868    0.1394  4.3002e-15  6.0759e-16  4.3576e-15
1542.5824  -1584.93    1.0692    0.1450  4.6597e-15  6.3210e-16  4.3581e-15
1542.6191  -1577.83    0.8493    0.1297  3.7019e-15  5.6528e-16  4.3585e-15
1542.6558  -1570.74    1.2931    0.1591  5.6366e-15  6.9370e-16  4.3590e-15
1542.6925  -1563.65    1.0279    0.1423  4.4811e-15  6.2051e-16  4.3595e-15
1542.7292  -1556.56    1.0350    0.1428  4.5126e-15  6.2259e-16  4.3600e-15
1542.7659  -1549.46    0.9506    0.1370  4.1451e-15  5.9719e-16  4.3605e-15
1542.8025  -1542.37    1.2585    0.1570  5.4884e-15  6.8471e-16  4.3610e-15
1542.8392  -1535.28    1.0129    0.1412  4.4176e-15  6.1589e-16  4.3615e-15
1542.8759  -1528.19    0.8762    0.1317  3.8220e-15  5.7430e-16  4.3620e-15
1542.9126  -1521.09    0.9015    0.1334  3.9328e-15  5.8209e-16  4.3625e-15
1542.9493  -1514.00    1.2781    0.1582  5.5763e-15  6.9013e-16  4.3630e-15
1542.9860  -1506.91    1.0265    0.1422  4.4792e-15  6.2036e-16  4.3636e-15
1543.0227  -1499.81    1.0886    0.1463  4.7509e-15  6.3838e-16  4.3641e-15
1543.0594  -1492.72    0.9766    0.1388  4.2625e-15  6.0562e-16  4.3646e-15
1543.0961  -1485.63    0.9228    0.1350  4.0281e-15  5.8938e-16  4.3651e-15
1543.1328  -1478.54    0.8777    0.1318  3.8316e-15  5.7530e-16  4.3656e-15
1543.1694  -1471.44    0.9525    0.1371  4.1589e-15  5.9872e-16  4.3662e-15
1543.2061  -1464.35    0.9516    0.1371  4.1553e-15  5.9864e-16  4.3667e-15
1543.2428  -1457.26    0.9576    0.1375  4.1822e-15  6.0053e-16  4.3672e-15
1543.2795  -1450.16    0.8687    0.1311  3.7944e-15  5.7274e-16  4.3678e-15
1543.3162  -1443.07    0.9786    0.1389  4.2750e-15  6.0690e-16  4.3683e-15
1543.3529  -1435.98    1.0037    0.1407  4.3850e-15  6.1457e-16  4.3688e-15
1543.3896  -1428.89    1.1292    0.1490  4.9339e-15  6.5107e-16  4.3694e-15
1543.4263  -1421.79    0.9000    0.1335  3.9329e-15  5.8324e-16  4.3699e-15
1543.4630  -1414.70    1.0444    0.1435  4.5647e-15  6.2700e-16  4.3705e-15
1543.4997  -1407.61    0.9157    0.1346  4.0025e-15  5.8826e-16  4.3710e-15
1543.5363  -1400.51    1.0255    0.1422  4.4832e-15  6.2162e-16  4.3716e-15
1543.5730  -1393.42    0.9987    0.1403  4.3665e-15  6.1360e-16  4.3721e-15
1543.6097  -1386.33    1.0460    0.1435  4.5737e-15  6.2765e-16  4.3727e-15
1543.6464  -1379.24    0.9489    0.1369  4.1499e-15  5.9858e-16  4.3733e-15
