# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1233.4332  -2260.46    1.0778    0.1035  2.8610e-15  2.7473e-16  2.6545e-15
1233.4631  -2253.24    1.0438    0.1019  2.7707e-15  2.7042e-16  2.6544e-15
1233.4930  -2246.03    1.0519    0.1023  2.7920e-15  2.7145e-16  2.6542e-15
1233.5229  -2238.81    0.9679    0.0982  2.5689e-15  2.6057e-16  2.6541e-15
1233.5528  -2231.60    1.0275    0.1011  2.7270e-15  2.6832e-16  2.6540e-15
1233.5827  -2224.38    0.9757    0.0985  2.5893e-15  2.6153e-16  2.6538e-15
1233.6126  -2217.17    0.8581    0.0925  2.2772e-15  2.4556e-16  2.6537e-15
1233.6425  -2209.95    0.9988    0.0997  2.6505e-15  2.6453e-16  2.6535e-15
1233.6725  -2202.74    1.1708    0.1078  3.1066e-15  2.8595e-16  2.6534e-15
1233.7024  -2195.52    1.0269    0.1010  2.7246e-15  2.6808e-16  2.6533e-15
1233.7323  -2188.31    1.0664    0.1029  2.8293e-15  2.7307e-16  2.6531e-15
1233.7622  -2181.09    0.9389    0.0967  2.4908e-15  2.5649e-16  2.6530e-15
1233.7921  -2173.88    1.0231    0.1008  2.7140e-15  2.6745e-16  2.6529e-15
1233.8220  -2166.66    1.0480    0.1020  2.7800e-15  2.7054e-16  2.6527e-15
1233.8519  -2159.45    1.0226    0.1008  2.7125e-15  2.6735e-16  2.6526e-15
1233.8818  -2152.23    1.0065    0.1000  2.6696e-15  2.6528e-16  2.6524e-15
1233.9117  -2145.02    1.0645    0.1028  2.8233e-15  2.7271e-16  2.6523e-15
1233.9416  -2137.80    0.9551    0.0975  2.5331e-15  2.5853e-16  2.6522e-15
1233.9716  -2130.59    1.0101    0.1002  2.6789e-15  2.6573e-16  2.6520e-15
1234.0015  -2123.37    1.0884    0.1039  2.8864e-15  2.7565e-16  2.6519e-15
1234.0314  -2116.16    0.8870    0.0940  2.3520e-15  2.4929e-16  2.6517e-15
1234.0613  -2108.94    0.9236    0.0959  2.4490e-15  2.5423e-16  2.6516e-15
1234.0912  -2101.73    0.8933    0.0943  2.3686e-15  2.5011e-16  2.6515e-15
1234.1211  -2094.51    1.1001    0.1045  2.9168e-15  2.7702e-16  2.6513e-15
1234.1510  -2087.30    1.0210    0.1007  2.7070e-15  2.6704e-16  2.6512e-15
1234.1809  -2080.08    0.8170    0.0903  2.1658e-15  2.3947e-16  2.6511e-15
1234.2108  -2072.87    0.8802    0.0937  2.3334e-15  2.4835e-16  2.6509e-15
1234.2407  -2065.65    1.0100    0.1002  2.6772e-15  2.6571e-16  2.6508e-15
1234.2707  -2058.44    0.9458    0.0971  2.5069e-15  2.5729e-16  2.6506e-15
1234.3006  -2051.22    0.9078    0.0951  2.4061e-15  2.5217e-16  2.6505e-15
1234.3305  -2044.01    0.9436    0.0970  2.5008e-15  2.5700e-16  2.6504e-15
1234.3604  -2036.79    0.9823    0.0989  2.6033e-15  2.6207e-16  2.6502e-15
1234.3903  -2029.58    1.0092    0.1002  2.6743e-15  2.6558e-16  2.6501e-15
1234.4202  -2022.36    0.9946    0.0995  2.6357e-15  2.6367e-16  2.6500e-15
1234.4501  -2015.15    1.1370    0.1063  3.0128e-15  2.8163e-16  2.6498e-15
1234.4800  -2007.93    1.0341    0.1014  2.7401e-15  2.6880e-16  2.6497e-15
1234.5099  -2000.72    0.8460    0.0920  2.2415e-15  2.4365e-16  2.6495e-15
