# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1135.5377  -2461.35    0.8679    0.1138  3.2279e-15  4.2331e-16  3.7191e-15
1135.5677  -2453.52    1.2286    0.1348  4.5695e-15  5.0123e-16  3.7192e-15
1135.5976  -2445.69    0.9547    0.1192  3.5507e-15  4.4323e-16  3.7193e-15
1135.6275  -2437.86    0.9902    0.1213  3.6830e-15  4.5118e-16  3.7194e-15
1135.6574  -2430.03    0.9319    0.1178  3.4661e-15  4.3816e-16  3.7194e-15
1135.6873  -2422.20    1.2180    0.1342  4.5304e-15  4.9920e-16  3.7195e-15
1135.7172  -2414.36    0.9604    0.1195  3.5723e-15  4.4465e-16  3.7196e-15
1135.7471  -2406.53    1.0767    0.1264  4.0049e-15  4.7000e-16  3.7196e-15
1135.7770  -2398.70    1.2580    0.1363  4.6793e-15  5.0696e-16  3.7197e-15
1135.8069  -2390.87    1.0124    0.1226  3.7660e-15  4.5591e-16  3.7197e-15
1135.8368  -2383.04    0.9689    0.1199  3.6040e-15  4.4616e-16  3.7198e-15
1135.8668  -2375.20    0.9083    0.1162  3.3786e-15  4.3225e-16  3.7198e-15
1135.8967  -2367.37    0.8459    0.1122  3.1466e-15  4.1742e-16  3.7198e-15
1135.9266  -2359.54    0.8966    0.1154  3.3353e-15  4.2935e-16  3.7198e-15
1135.9565  -2351.71    0.9795    0.1204  3.6437e-15  4.4790e-16  3.7199e-15
1135.9864  -2343.88    0.9649    0.1198  3.5891e-15  4.4568e-16  3.7199e-15
1136.0163  -2336.05    1.1196    0.1603  4.1647e-15  5.9633e-16  3.7199e-15
1136.0462  -2328.21    0.9685    0.1540  3.6025e-15  5.7299e-16  3.7198e-15
1136.0761  -2320.38    0.6758    0.1336  2.5138e-15  4.9712e-16  3.7198e-15
1136.1060  -2312.55    0.8458    0.1458  3.1461e-15  5.4243e-16  3.7198e-15
1136.1359  -2304.72    0.8595    0.1516  3.1970e-15  5.6373e-16  3.7198e-15
1136.1659  -2296.89    0.8355    0.1161  3.1080e-15  4.3186e-16  3.7197e-15
1136.1958  -2289.06    0.9762    0.1200  3.6312e-15  4.4627e-16  3.7197e-15
1136.2257  -2281.22    1.1653    0.1307  4.3345e-15  4.8603e-16  3.7196e-15
1136.2556  -2273.39    0.9252    0.1168  3.4415e-15  4.3427e-16  3.7196e-15
1136.2855  -2265.56    1.0551    0.1244  3.9244e-15  4.6268e-16  3.7195e-15
1136.3154  -2257.73    0.8796    0.1138  3.2716e-15  4.2345e-16  3.7194e-15
1136.3453  -2249.90    1.1234    0.1282  4.1782e-15  4.7665e-16  3.7194e-15
1136.3752  -2242.07    1.1430    0.1292  4.2513e-15  4.8059e-16  3.7193e-15
1136.4051  -2234.23    1.1585    0.1301  4.3086e-15  4.8371e-16  3.7192e-15
1136.4350  -2226.40    1.0191    0.1222  3.7900e-15  4.5442e-16  3.7191e-15
