# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1384.4787  -1996.42    0.8569    0.1173  2.0374e-15  2.7892e-16  2.3776e-15
1384.5086  -1989.99    1.2665    0.1418  3.0115e-15  3.3715e-16  2.3778e-15
1384.5385  -1983.55    1.0208    0.1277  2.4274e-15  3.0363e-16  2.3779e-15
1384.5684  -1977.12    0.9646    0.1242  2.2938e-15  2.9529e-16  2.3781e-15
1384.5983  -1970.69    0.8203    0.1148  1.9509e-15  2.7304e-16  2.3782e-15
1384.6282  -1964.25    0.8546    0.1171  2.0326e-15  2.7850e-16  2.3784e-15
1384.6581  -1957.82    0.8195    0.1148  1.9492e-15  2.7300e-16  2.3786e-15
1384.6880  -1951.39    1.1564    0.1357  2.7507e-15  3.2273e-16  2.3787e-15
1384.7180  -1944.95    0.9715    0.1246  2.3111e-15  2.9640e-16  2.3789e-15
1384.7479  -1938.52    0.9776    0.1250  2.3257e-15  2.9728e-16  2.3790e-15
1384.7778  -1932.09    1.0656    0.1303  2.5354e-15  3.0994e-16  2.3792e-15
1384.8077  -1925.65    0.9824    0.1253  2.3376e-15  2.9804e-16  2.3794e-15
1384.8376  -1919.22    1.0100    0.1270  2.4034e-15  3.0211e-16  2.3795e-15
1384.8675  -1912.79    1.1000    0.1323  2.6177e-15  3.1486e-16  2.3797e-15
1384.8974  -1906.35    1.0632    0.1301  2.5302e-15  3.0963e-16  2.3799e-15
1384.9273  -1899.92    0.9781    0.1249  2.3278e-15  2.9727e-16  2.3800e-15
1384.9572  -1893.48    0.8923    0.1194  2.1238e-15  2.8430e-16  2.3802e-15
1384.9871  -1887.05    1.0596    0.1298  2.5223e-15  3.0906e-16  2.3804e-15
1385.0171  -1880.62    0.8720    0.1182  2.0759e-15  2.8132e-16  2.3805e-15
1385.0470  -1874.18    1.0431    0.1289  2.4833e-15  3.0698e-16  2.3807e-15
1385.0769  -1867.75    0.9318    0.1221  2.2185e-15  2.9066e-16  2.3809e-15
1385.1068  -1861.32    0.9245    0.1216  2.2014e-15  2.8965e-16  2.3811e-15
1385.1367  -1854.88    0.8585    0.1174  2.0444e-15  2.7959e-16  2.3813e-15
1385.1666  -1848.45    0.9195    0.1214  2.1896e-15  2.8903e-16  2.3814e-15
1385.1965  -1842.02    1.1446    0.1350  2.7260e-15  3.2142e-16  2.3816e-15
1385.2264  -1835.58    1.1772    0.1368  2.8037e-15  3.2587e-16  2.3818e-15
1385.2563  -1829.15    1.1164    0.1333  2.6592e-15  3.1754e-16  2.3820e-15
1385.2862  -1822.72    0.9472    0.1231  2.2565e-15  2.9321e-16  2.3822e-15
1385.3162  -1816.28    0.9221    0.1215  2.1968e-15  2.8951e-16  2.3824e-15
1385.3461  -1809.85    0.8319    0.1157  1.9820e-15  2.7558e-16  2.3826e-15
1385.3760  -1803.42    1.1410    0.1347  2.7187e-15  3.2107e-16  2.3828e-15
1385.4059  -1796.98    0.9867    0.1256  2.3513e-15  2.9918e-16  2.3829e-15
1385.4358  -1790.55    1.1268    0.1339  2.6853e-15  3.1914e-16  2.3831e-15
1385.4657  -1784.11    1.2300    0.1398  2.9315e-15  3.3311e-16  2.3833e-15
1385.4956  -1777.68    1.0038    0.1266  2.3926e-15  3.0178e-16  2.3835e-15
1385.5255  -1771.25    1.0156    0.1273  2.4210e-15  3.0350e-16  2.3837e-15
1385.5554  -1764.81    0.9777    0.1250  2.3308e-15  2.9802e-16  2.3839e-15
1385.5853  -1758.38    1.1282    0.1340  2.6897e-15  3.1948e-16  2.3841e-15
1385.6153  -1751.95    1.1112    0.1330  2.6494e-15  3.1712e-16  2.3843e-15
1385.6452  -1745.51    0.9217    0.1215  2.1979e-15  2.8973e-16  2.3845e-15
1385.6751  -1739.08    1.1336    0.1343  2.7033e-15  3.2024e-16  2.3847e-15
1385.7050  -1732.65    1.0059    0.1267  2.3989e-15  3.0208e-16  2.3849e-15
1385.7349  -1726.21    0.9666    0.1242  2.3055e-15  2.9627e-16  2.3852e-15
1385.7648  -1719.78    0.9489    0.1231  2.2634e-15  2.9366e-16  2.3854e-15
1385.7947  -1713.35    1.1942    0.1377  2.8488e-15  3.2846e-16  2.3856e-15
1385.8246  -1706.91    0.9839    0.1253  2.3473e-15  2.9890e-16  2.3858e-15
1385.8545  -1700.48    1.1216    0.1335  2.6761e-15  3.1857e-16  2.3860e-15
1385.8844  -1694.05    1.1692    0.1362  2.7899e-15  3.2508e-16  2.3862e-15
1385.9144  -1687.61    0.8593    0.1173  2.0506e-15  2.7995e-16  2.3864e-15
1385.9443  -1681.18    0.8711    0.1181  2.0789e-15  2.8183e-16  2.3866e-15
1385.9742  -1674.74    0.9397    0.1225  2.2430e-15  2.9237e-16  2.3869e-15
1386.0041  -1668.31    1.0095    0.1268  2.4098e-15  3.0268e-16  2.3871e-15
1386.0340  -1661.88    0.9209    0.1212  2.1984e-15  2.8932e-16  2.3873e-15
1386.0639  -1655.44    1.0245    0.1276  2.4459e-15  3.0465e-16  2.3875e-15
1386.0938  -1649.01    1.0420    0.1286  2.4880e-15  3.0717e-16  2.3877e-15
1386.1237  -1642.58    0.9819    0.1250  2.3448e-15  2.9847e-16  2.3880e-15
1386.1536  -1636.14    0.9092    0.1204  2.1714e-15  2.8750e-16  2.3882e-15
1386.1835  -1629.71    1.0004    0.1261  2.3894e-15  3.0121e-16  2.3884e-15
1386.2135  -1623.28    1.1165    0.1330  2.6668e-15  3.1780e-16  2.3886e-15
1386.2434  -1616.84    0.7117    0.1069  1.7000e-15  2.5532e-16  2.3889e-15
1386.2733  -1610.41    0.9509    0.1231  2.2718e-15  2.9399e-16  2.3891e-15
1386.3032  -1603.98    0.9919    0.1256  2.3700e-15  3.0008e-16  2.3893e-15
1386.3331  -1597.54    0.8967    0.1195  2.1428e-15  2.8564e-16  2.3895e-15
1386.3630  -1591.11    0.8700    0.1178  2.0792e-15  2.8157e-16  2.3898e-15
1386.3929  -1584.68    0.8652    0.1176  2.0679e-15  2.8098e-16  2.3900e-15
1386.4228  -1578.24    1.1270    0.1580  2.6939e-15  3.7764e-16  2.3902e-15
1386.4527  -1571.81    0.9846    0.1677  2.3536e-15  4.0083e-16  2.3905e-15
1386.4826  -1565.38    0.9011    0.1630  2.1543e-15  3.8976e-16  2.3907e-15
1386.5126  -1558.94    0.8365    0.1562  2.0001e-15  3.7336e-16  2.3909e-15
1386.5425  -1552.51    0.9459    0.1658  2.2617e-15  3.9634e-16  2.3912e-15
1386.5724  -1546.07    1.2848    0.1880  3.0726e-15  4.4947e-16  2.3914e-15
1386.6023  -1539.64    1.1658    0.1837  2.7882e-15  4.3938e-16  2.3916e-15
1386.6322  -1533.21    1.0478    0.1784  2.5062e-15  4.2679e-16  2.3919e-15
1386.6621  -1526.77    1.2503    0.1933  2.9909e-15  4.6240e-16  2.3921e-15
1386.6920  -1520.34    1.1654    0.1792  2.7881e-15  4.2878e-16  2.3924e-15
1386.7219  -1513.91    1.2715    0.1952  3.0422e-15  4.6713e-16  2.3926e-15
1386.7518  -1507.47    1.2134    0.1880  2.9036e-15  4.4979e-16  2.3928e-15
1386.7817  -1501.04    1.0244    0.1718  2.4516e-15  4.1112e-16  2.3931e-15
1386.8117  -1494.61    0.9074    0.1630  2.1716e-15  3.9000e-16  2.3933e-15
1386.8416  -1488.17    1.0495    0.1754  2.5120e-15  4.1994e-16  2.3936e-15
1386.8715  -1481.74    1.0969    0.1787  2.6259e-15  4.2770e-16  2.3938e-15
1386.9014  -1475.31    0.9952    0.1671  2.3827e-15  4.0015e-16  2.3941e-15
1386.9313  -1468.87    1.1703    0.1820  2.8021e-15  4.3585e-16  2.3943e-15
1386.9612  -1462.44    1.1290    0.1789  2.7034e-15  4.2847e-16  2.3946e-15
1386.9911  -1456.01    1.0405    0.1431  2.4918e-15  3.4263e-16  2.3948e-15
1387.0210  -1449.57    1.1383    0.1343  2.7263e-15  3.2174e-16  2.3951e-15
1387.0509  -1443.14    0.9829    0.1251  2.3544e-15  2.9965e-16  2.3953e-15
1387.0808  -1436.70    0.9441    0.1227  2.2617e-15  2.9392e-16  2.3956e-15
1387.1108  -1430.27    0.8883    0.1191  2.1281e-15  2.8535e-16  2.3958e-15
1387.1407  -1423.84    0.9572    0.1235  2.2936e-15  2.9587e-16  2.3961e-15
1387.1706  -1417.40    0.9743    0.1246  2.3348e-15  2.9852e-16  2.3963e-15
1387.2005  -1410.97    0.8882    0.1191  2.1286e-15  2.8541e-16  2.3966e-15
1387.2304  -1404.54    0.7847    0.1122  1.8808e-15  2.6881e-16  2.3968e-15
1387.2603  -1398.10    0.9832    0.1251  2.3568e-15  2.9980e-16  2.3971e-15
1387.2902  -1391.67    1.1121    0.1328  2.6661e-15  3.1843e-16  2.3974e-15
1387.3201  -1385.24    1.0465    0.1290  2.5090e-15  3.0917e-16  2.3976e-15
