# Wave  Vhel  NormFlux  NormErr      Flux        Error       Continuum
1517.5014  -1807.66    0.8412    0.1104  2.8211e-15  3.7019e-16  3.3538e-15
1517.5381  -1800.45    1.1175    0.1256  3.7424e-15  4.2062e-16  3.3489e-15
1517.5748  -1793.25    0.9318    0.1157  3.1160e-15  3.8676e-16  3.3439e-15
1517.6115  -1786.04    0.9149    0.1152  3.0548e-15  3.8451e-16  3.3390e-15
1517.6482  -1778.84    0.9819    0.1186  3.2738e-15  3.9530e-16  3.3340e-15
1517.6849  -1771.63    0.9146    0.1149  3.0446e-15  3.8243e-16  3.3290e-15
1517.7216  -1764.43    1.1200    0.1266  3.7231e-15  4.2072e-16  3.3241e-15
1517.7583  -1757.22    0.8909    0.1137  2.9570e-15  3.7742e-16  3.3192e-15
1517.7950  -1750.02    1.0352    0.1228  3.4308e-15  4.0699e-16  3.3142e-15
1517.8316  -1742.81    0.9287    0.1160  3.0733e-15  3.8397e-16  3.3093e-15
1517.8683  -1735.61    0.9621    0.1180  3.1793e-15  3.8980e-16  3.3044e-15
1517.9050  -1728.40    1.0669    0.1243  3.5202e-15  4.1005e-16  3.2995e-15
1517.9417  -1721.20    0.8996    0.1146  2.9638e-15  3.7753e-16  3.2946e-15
1517.9784  -1714.00    0.9862    0.1197  3.2441e-15  3.9389e-16  3.2897e-15
1518.0151  -1706.79    0.8321    0.1109  2.7332e-15  3.6434e-16  3.2848e-15
1518.0518  -1699.59    0.9147    0.1156  3.0002e-15  3.7921e-16  3.2799e-15
1518.0885  -1692.38    1.0035    0.1215  3.2865e-15  3.9785e-16  3.2750e-15
1518.1252  -1685.18    0.9034    0.1152  2.9543e-15  3.7683e-16  3.2702e-15
1518.1619  -1677.97    0.8361    0.1110  2.7301e-15  3.6250e-16  3.2653e-15
1518.1985  -1670.77    0.9208    0.1164  3.0024e-15  3.7953e-16  3.2604e-15
1518.2352  -1663.56    0.8542    0.1124  2.7810e-15  3.6590e-16  3.2556e-15
1518.2719  -1656.36    1.0362    0.1237  3.3684e-15  4.0203e-16  3.2508e-15
1518.3086  -1649.15    0.8178    0.1060  2.6545e-15  3.4391e-16  3.2459e-15
1518.3453  -1641.95    0.9837    0.1143  3.1881e-15  3.7035e-16  3.2411e-15
1518.3820  -1634.74    1.0051    0.1173  3.2529e-15  3.7954e-16  3.2363e-15
1518.4187  -1627.54    0.8051    0.1102  2.6018e-15  3.5606e-16  3.2315e-15
1518.4554  -1620.33    1.0254    0.1230  3.3087e-15  3.9696e-16  3.2267e-15
1518.4921  -1613.13    0.9366    0.1205  3.0176e-15  3.8834e-16  3.2219e-15
1518.5288  -1605.93    1.0457    0.1256  3.3642e-15  4.0400e-16  3.2172e-15
1518.5654  -1598.72    1.0542    0.1246  3.3865e-15  4.0042e-16  3.2124e-15
1518.6021  -1591.52    1.0220    0.1234  3.2782e-15  3.9590e-16  3.2077e-15
